x_values,total_1,total_2
1665,2768,1977
1666,2773,1977
1667,2773,1983
1668,2778,1986
1669,2777,1983
1670,2776,1980
1671,2781,1978
1672,2786,1977
1673,2790,1976
1674,2793,1971
1675,2790,1971
1676,2787,1973
1677,2792,1977
1678,2792,1976
1679,2797,1976
1680,2791,1982
1681,2795,1983
1682,2803,1980
1683,2803,1979
1684,2803,1977
1685,2806,1979
1686,2801,1974
1687,2805,1969
1688,2805,1969
1689,2802,1968
1690,2797,1967
1691,2796,1972
1692,2792,1976
1693,2791,1973
1694,2797,1969
1695,2800,1964
1696,2796,1962
1697,2792,1964
1698,2791,1964
1699,2792,1961
1700,2793,1965
1701,2797,1971
1702,2793,1970
1703,2795,1965
1704,2797,1969
1705,2792,1969
1706,2800,1974
1707,2798,1971
1708,2806,1970
1709,2802,1975
1710,2801,1981
1711,2797,1977
1712,2799,1972
1713,2802,1972
1714,2798,1976
1715,2800,1974
1716,2807,1980
1717,2803,1986
1718,2811,1983
1719,2817,1984
1720,2815,1990
1721,2813,1990
1722,2821,1985
1723,2826,1980
1724,2833,1978
1725,2827,1982
1726,2832,1981
1727,2831,1987
1728,2835,1986
1729,2830,1985
1730,2837,1988
1731,2834,1985
1732,2829,1982
1733,2829,1985
1734,2828,1988
1735,2832,1993
1736,2835,1998
1737,2832,1995
1738,2831,1991
1739,2829,1990
1740,2824,1986
1741,2828,1983
1742,2831,1981
1743,2833,1984
1744,2833,1985
1745,2840,1987
1746,2835,1993
1747,2833,1998
1748,2834,2004
1749,2841,2009
1750,2840,2015
1751,2848,2014
1752,2848,2010
1753,2846,2009
1754,2840,2015
1755,2839,2015
1756,2835,2020
1757,2842,2015
1758,2836,2010
1759,2844,2011
1760,2851,2006
1761,2857,2011
1762,2852,2017
1763,2846,2023
1764,2846,2018
1765,2844,2021
1766,2839,2017
1767,2846,2018
1768,2849,2018
1769,2845,2013
1770,2848,2014
1771,2847,2015
1772,2848,2010
1773,2842,2006
1774,2846,2008
1775,2844,2007
1776,2842,2002
1777,2843,2005
1778,2845,2006
1779,2846,2004
1780,2848,2007
1781,2848,2008
1782,2847,2010
1783,2855,2014
1784,2858,2019
1785,2852,2021
1786,2850,2025
1787,2855,2026
1788,2849,2026
1789,2843,2025
1790,2848,2026
1791,2847,2030
1792,2845,2030
1793,2847,2027
1794,2853,2022
1795,2847,2019
1796,2849,2024
1797,2856,2025
1798,2864,2022
1799,2872,2019
1800,2872,2018
1801,2866,2020
1802,2860,2022
1803,2854,2017
1804,2858,2022
1805,2856,2025
1806,2856,2031
1807,2864,2035
1808,2867,2031
1809,2862,2030
1810,2856,2031
1811,2860,2029
1812,2860,2035
1813,2858,2037
1814,2858,2035
1815,2852,2037
1816,2856,2033
1817,2861,2034
1818,2867,2040
1819,2873,2038
1820,2876,2038
1821,2870,2044
1822,2876,2048
1823,2882,2047
1824,2876,2042
1825,2875,2040
1826,2875,2040
1827,2882,2037
1828,2886,2037
1829,2886,2043
1830,2888,2040
1831,2888,2035
1832,2882,2035
1833,2889,2038
1834,2887,2033
1835,2883,2029
1836,2890,2030
1837,2884,2033
1838,2880,2037
1839,2887,2037
1840,2883,2034
1841,2881,2040
1842,2887,2038
1843,2883,2044
1844,2882,2050
1845,2880,2051
1846,2876,2046
1847,2884,2048
1848,2887,2053
1849,2881,2057
1850,2885,2052
1851,2881,2049
1852,2880,2055
1853,2886,2053
1854,2883,2048
1855,2879,2051
1856,2885,2050
1857,2889,2045
1858,2897,2046
1859,2894,2052
1860,2900,2056
1861,2905,2055
1862,2904,2061
1863,2912,2057
1864,2907,2054
1865,2909,2053
1866,2905,2058
1867,2908,2057
1868,2905,2052
1869,2910,2049
1870,2910,2053
1871,2911,2058
1872,2905,2063
1873,2900,2063
1874,2905,2065
1875,2907,2071
1876,2909,2069
1877,2905,2075
1878,2908,2071
1879,2904,2077
1880,2911,2082
1881,2908,2079
1882,2912,2085
1883,2909,2091
1884,2906,2093
1885,2914,2093
1886,2922,2097
1887,2922,2101
1888,2921,2103
1889,2923,2102
1890,2923,2101
1891,2931,2101
1892,2931,2097
1893,2930,2096
1894,2931,2097
1895,2933,2097
1896,2927,2103
1897,2921,2101
1898,2915,2099
1899,2910,2094
1900,2912,2100
1901,2913,2106
1902,2907,2111
1903,2910,2106
1904,2908,2104
1905,2902,2103
1906,2907,2109
1907,2906,2110
1908,2914,2106
1909,2912,2110
1910,2917,2109
1911,2912,2105
1912,2915,2110
1913,2915,2116
1914,2914,2115
1915,2912,2117
1916,2913,2117
1917,2916,2117
1918,2924,2115
1919,2930,2115
1920,2934,2111
1921,2928,2107
1922,2927,2106
1923,2931,2111
1924,2932,2107
1925,2926,2109
1926,2920,2108
1927,2914,2106
1928,2915,2109
1929,2916,2107
1930,2920,2109
1931,2915,2109
1932,2919,2111
1933,2922,2116
1934,2920,2121
1935,2921,2123
1936,2917,2119
1937,2917,2125
1938,2925,2122
1939,2928,2128
1940,2927,2126
1941,2923,2131
1942,2919,2136
1943,2927,2134
1944,2926,2139
1945,2926,2135
1946,2929,2138
1947,2925,2144
1948,2920,2140
1949,2924,2139
1950,2928,2143
1951,2931,2139
1952,2929,2135
1953,2935,2131
1954,2930,2126
1955,2925,2122
1956,2928,2121
1957,2935,2123
1958,2939,2120
1959,2938,2124
1960,2943,2126
1961,2940,2130
1962,2942,2132
1963,2945,2130
1964,2947,2127
1965,2952,2123
1966,2949,2121
1967,2952,2122
1968,2959,2124
1969,2959,2121
1970,2960,2125
1971,2956,2123
1972,2963,2124
1973,2957,2119
1974,2963,2124
1975,2971,2124
1976,2975,2129
1977,2974,2124
1978,2975,2122
1979,2976,2119
1980,2979,2114
1981,2982,2120
1982,2985,2116
1983,2987,2115
1984,2992,2118
1985,2986,2113
1986,2987,2111
1987,2994,2108
1988,2988,2114
1989,2985,2118
1990,2993,2114
1991,3000,2112
1992,2996,2109
1993,2998,2104
1994,3001,2103
1995,2999,2100
1996,2999,2103
1997,2994,2104
1998,2994,2100
1999,2998,2100
2000,2992,2103
2001,2996,2099
2002,2998,2094
2003,3003,2094
2004,3005,2097
2005,2999,2100
2006,2994,2098
2007,2988,2100
2008,2993,2104
2009,2999,2105
2010,3004,2100
2011,3006,2099
2012,3013,2104
2013,3010,2103
2014,3004,2107
2015,3009,2106
2016,3003,2108
2017,3002,2111
2018,2997,2106
2019,2994,2104
2020,2993,2109
2021,2998,2115
2022,2993,2121
2023,2990,2127
2024,2998,2131
2025,3003,2131
2026,3009,2128
2027,3017,2134
2028,3011,2140
2029,3005,2139
2030,3007,2144
2031,3010,2144
2032,3015,2150
2033,3022,2145
2034,3027,2149
2035,3031,2147
2036,3033,2153
2037,3040,2156
2038,3043,2152
2039,3045,2158
2040,3044,2163
2041,3051,2161
2042,3049,2156
2043,3048,2155
2044,3054,2157
2045,3062,2156
2046,3066,2159
2047,3067,2163
2048,3073,2161
2049,3071,2158
2050,3069,2158
2051,3071,2155
2052,3069,2152
2053,3072,2157
2054,3068,2157
2055,3067,2163
2056,3075,2166
2057,3074,2162
2058,3074,2168
2059,3070,2166
2060,3067,2161
2061,3064,2159
2062,3071,2157
2063,3073,2159
2064,3068,2159
2065,3076,2155
2066,3073,2151
2067,3070,2154
2068,3064,2151
2069,3064,2157
2070,3060,2161
2071,3058,2167
2072,3063,2162
2073,3064,2163
2074,3069,2165
2075,3077,2170
2076,3083,2166
2077,3090,2169
2078,3092,2165
2079,3088,2169
2080,3087,2174
2081,3094,2175
2082,3100,2175
2083,3101,2173
2084,3108,2176
2085,3112,2178
2086,3106,2181
2087,3111,2183
2088,3106,2188
2089,3101,2194
2090,3098,2198
2091,3101,2200
2092,3098,2204
2093,3097,2206
2094,3094,2201
2095,3102,2205
2096,3105,2201
2097,3108,2203
2098,3115,2202
2099,3123,2204
2100,3124,2200
2101,3126,2203
2102,3121,2200
2103,3118,2202
2104,3117,2200
2105,3114,2197
2106,3117,2193
2107,3119,2189
2108,3115,2194
2109,3117,2196
2110,3111,2194
2111,3116,2189
2112,3120,2184
2113,3124,2187
2114,3123,2182
2115,3130,2188
2116,3133,2184
2117,3138,2180
2118,3145,2181
2119,3149,2181
2120,3147,2187
2121,3152,2192
2122,3151,2188
2123,3148,2189
2124,3142,2188
2125,3142,2194
2126,3139,2190
2127,3144,2188
2128,3144,2193
2129,3151,2193
2130,3157,2192
2131,3165,2194
2132,3170,2200
2133,3171,2198
2134,3174,2195
2135,3171,2193
2136,3166,2191
2137,3162,2196
2138,3167,2195
2139,3174,2194
2140,3180,2191
2141,3182,2186
2142,3179,2191
2143,3182,2190
2144,3180,2195
2145,3175,2201
2146,3175,2197
2147,3181,2200
2148,3182,2200
2149,3189,2201
2150,3194,2199
2151,3201,2203
2152,3209,2198
2153,3214,2195
2154,3218,2195
2155,3212,2192
2156,3208,2187
2157,3204,2182
2158,3202,2183
2159,3206,2186
2160,3203,2187
2161,3199,2188
2162,3202,2194
2163,3206,2196
2164,3207,2195
2165,3204,2195
2166,3206,2200
2167,3209,2206
2168,3217,2208
2169,3223,2214
2170,3223,2218
2171,3225,2219
2172,3228,2223
2173,3233,2225
2174,3233,2228
2175,3241,2232
2176,3244,2227
2177,3248,2231
2178,3248,2229
2179,3256,2229
2180,3253,2230
2181,3249,2227
2182,3256,2223
2183,3253,2223
2184,3254,2229
2185,3258,2229
2186,3254,2230
2187,3257,2236
2188,3254,2234
2189,3259,2239
2190,3258,2234
2191,3255,2238
2192,3249,2244
2193,3247,2246
2194,3245,2251
2195,3247,2248
2196,3250,2250
2197,3247,2245
2198,3254,2250
2199,3255,2253
2200,3262,2258
2201,3266,2258
2202,3264,2256
2203,3266,2259
2204,3271,2261
2205,3274,2263
2206,3269,2268
2207,3273,2265
2208,3271,2267
2209,3265,2263
2210,3269,2263
2211,3273,2268
2212,3268,2271
2213,3274,2270
2214,3274,2265
2215,3278,2263
2216,3277,2258
2217,3280,2253
2218,3285,2252
2219,3282,2257
2220,3279,2258
2221,3284,2259
2222,3290,2261
2223,3288,2263
2224,3284,2266
2225,3282,2272
2226,3288,2278
2227,3290,2274
2228,3296,2274
2229,3294,2271
2230,3292,2271
2231,3300,2276
2232,3301,2276
2233,3302,2271
2234,3297,2267
2235,3299,2262
2236,3296,2259
2237,3301,2257
2238,3298,2260
2239,3306,2265
2240,3302,2263
2241,3296,2267
2242,3303,2264
2243,3308,2264
2244,3312,2263
2245,3316,2260
2246,3324,2262
2247,3322,2261
2248,3319,2265
2249,3315,2260
2250,3318,2261
2251,3322,2265
2252,3329,2261
2253,3325,2261
2254,3322,2258
2255,3330,2253
2256,3330,2254
2257,3325,2257
2258,3319,2258
2259,3313,2264
2260,3321,2269
2261,3319,2265
2262,3323,2267
2263,3324,2273
2264,3325,2279
2265,3323,2276
2266,3319,2281
2267,3321,2287
2268,3317,2289
2269,3315,2285
2270,3313,2285
2271,3309,2282
2272,3304,2278
2273,3303,2278
2274,3305,2275
2275,3311,2280
2276,3318,2277
2277,3318,2277
2278,3317,2273
2279,3319,2276
2280,3315,2276
2281,3322,2271
2282,3317,2277
2283,3314,2274
2284,3313,2270
2285,3309,2273
2286,3303,2274
2287,3299,2277
2288,3293,2274
2289,3298,2274
2290,3302,2270
2291,3299,2274
2292,3299,2274
2293,3294,2271
2294,3293,2272
2295,3293,2274
2296,3299,2271
2297,3305,2276
2298,3302,2277
2299,3310,2279
2300,3306,2280
2301,3304,2284
2302,3298,2284
2303,3306,2282
2304,3312,2284
2305,3317,2279
2306,3324,2282
2307,3331,2282
2308,3336,2287
2309,3336,2291
2310,3335,2294
2311,3329,2297
2312,3328,2302
2313,3336,2304
2314,3343,2308
2315,3337,2311
2316,3340,2316
2317,3340,2317
2318,3339,2321
2319,3337,2327
2320,3345,2331
2321,3341,2335
2322,3346,2338
2323,3351,2343
2324,3356,2344
2325,3364,2348
2326,3368,2344
2327,3367,2341
2328,3365,2345
2329,3371,2341
2330,3378,2345
2331,3377,2351
2332,3381,2356
2333,3385,2356
2334,3388,2352
2335,3389,2348
2336,3394,2349
2337,3402,2353
2338,3398,2354
2339,3392,2356
2340,3392,2354
2341,3397,2358
2342,3401,2358
2343,3406,2353
2344,3412,2352
2345,3411,2352
2346,3409,2356
2347,3410,2355
2348,3409,2353
2349,3414,2348
2350,3419,2345
2351,3421,2348
2352,3418,2346
2353,3412,2342
2354,3407,2337
2355,3414,2342
2356,3411,2340
2357,3409,2339
2358,3416,2341
2359,3417,2347
2360,3411,2344
2361,3408,2344
2362,3404,2344
2363,3412,2349
2364,3406,2353
2365,3404,2348
2366,3401,2348
2367,3396,2350
2368,3394,2353
2369,3399,2348
2370,3394,2347
2371,3394,2345
2372,3401,2348
2373,3405,2344
2374,3413,2342
2375,3416,2337
2376,3411,2342
2377,3414,2345
2378,3416,2349
2379,3417,2344
2380,3423,2348
2381,3426,2343
2382,3425,2349
2383,3423,2352
2384,3423,2353
2385,3425,2351
2386,3428,2355
2387,3434,2361
2388,3432,2367
2389,3431,2369
2390,3426,2372
2391,3422,2374
2392,3427,2373
2393,3432,2377
2394,3440,2382
2395,3436,2379
2396,3430,2378
2397,3436,2384
2398,3435,2389
2399,3429,2387
2400,3426,2383
2401,3431,2385
2402,3436,2385
2403,3432,2390
2404,3426,2385
2405,3424,2391
2406,3429,2392
2407,3437,2396
2408,3435,2401
2409,3431,2399
2410,3435,2396
2411,3436,2400
2412,3433,2397
2413,3430,2403
2414,3437,2407
2415,3443,2408
2416,3450,2408
2417,3450,2405
2418,3457,2409
2419,3452,2408
2420,3460,2411
2421,3462,2417
2422,3461,2413
2423,3460,2409
2424,3461,2406
2425,3464,2405
2426,3461,2406
2427,3455,2412
2428,3460,2416
2429,3458,2417
2430,3456,2419
2431,3457,2425
2432,3464,2427
2433,3461,2427
2434,3466,2424
2435,3470,2424
2436,3465,2424
2437,3460,2420
2438,3463,2417
2439,3466,2418
2440,3461,2417
2441,3463,2422
2442,3457,2424
2443,3463,2421
2444,3465,2419
2445,3463,2418
2446,3466,2417
2447,3464,2422
2448,3460,2423
2449,3461,2422
2450,3459,2426
2451,3463,2424
2452,3462,2427
2453,3469,2433
2454,3474,2435
2455,3474,2434
2456,3469,2434
2457,3463,2439
2458,3465,2441
2459,3468,2442
2460,3468,2447
2461,3462,2450
2462,3470,2447
2463,3466,2447
2464,3469,2453
2465,3464,2449
2466,3459,2453
2467,3460,2450
2468,3463,2451
2469,3464,2451
2470,3464,2448
2471,3469,2443
2472,3464,2445
2473,3467,2450
2474,3467,2449
2475,3465,2452
2476,3463,2455
2477,3459,2456
2478,3455,2460
2479,3456,2461
2480,3452,2465
2481,3460,2463
2482,3458,2462
2483,3460,2458
2484,3466,2462
2485,3467,2457
2486,3472,2460
2487,3479,2456
2488,3481,2460
2489,3486,2456
2490,3492,2455
2491,3494,2460
2492,3495,2459
2493,3496,2462
2494,3494,2458
2495,3490,2453
2496,3485,2453
2497,3479,2448
2498,3486,2443
2499,3490,2445
2500,3496,2446
2501,3493,2447
2502,3496,2446
2503,3493,2449
2504,3491,2445
2505,3494,2449
2506,3499,2450
2507,3494,2447
2508,3496,2451
2509,3501,2454
2510,3496,2454
2511,3496,2458
2512,3502,2463
2513,3507,2467
2514,3505,2466
2515,3499,2466
2516,3497,2469
2517,3493,2469
2518,3495,2470
2519,3497,2473
2520,3497,2469
2521,3499,2472
2522,3506,2474
2523,3503,2478
2524,3504,2480
2525,3508,2484
2526,3508,2485
2527,3504,2488
2528,3508,2489
2529,3510,2488
2530,3511,2491
2531,3512,2487
2532,3507,2484
2533,3506,2486
2534,3513,2482
2535,3508,2487
2536,3506,2487
2537,3502,2492
2538,3504,2498
2539,3512,2502
2540,3515,2501
2541,3520,2497
2542,3522,2495
2543,3526,2496
2544,3525,2501
2545,3528,2496
2546,3529,2496
2547,3534,2502
2548,3536,2504
2549,3539,2509
2550,3544,2508
2551,3540,2505
2552,3546,2506
2553,3548,2511
2554,3554,2508
2555,3548,2507
2556,3543,2505
2557,3540,2500
2558,3541,2504
2559,3544,2503
2560,3542,2500
2561,3546,2497
2562,3545,2499
2563,3547,2496
2564,3549,2498
2565,3546,2499
2566,3549,2499
2567,3545,2499
2568,3552,2495
2569,3554,2495
2570,3553,2500
2571,3549,2498
2572,3556,2500
2573,3563,2495
2574,3557,2499
2575,3556,2505
2576,3550,2506
2577,3553,2508
2578,3556,2504
2579,3562,2504
2580,3563,2503
2581,3569,2499
2582,3567,2495
2583,3574,2491
2584,3571,2497
2585,3570,2495
2586,3577,2496
2587,3581,2496
2588,3580,2498
2589,3578,2504
2590,3581,2503
2591,3583,2509
2592,3586,2514
2593,3588,2514
2594,3582,2512
2595,3580,2518
2596,3581,2524
2597,3579,2520
2598,3579,2517
2599,3575,2523
2600,3573,2529
2601,3578,2535
2602,3575,2532
2603,3570,2533
2604,3577,2533
2605,3577,2538
2606,3576,2543
2607,3576,2540
2608,3575,2539
2609,3577,2535
2610,3572,2535
2611,3576,2534
2612,3572,2531
2613,3566,2536
2614,3573,2541
2615,3571,2547
2616,3565,2553
2617,3567,2558
2618,3561,2555
2619,3561,2554
2620,3556,2552
2621,3563,2547
2622,3557,2548
2623,3564,2554
2624,3568,2555
2625,3569,2553
2626,3569,2552
2627,3564,2557
2628,3565,2560
2629,3564,2556
2630,3565,2560
2631,3566,2556
2632,3573,2554
2633,3568,2551
2634,3568,2550
2635,3562,2545
2636,3568,2545
2637,3563,2541
2638,3570,2536
2639,3574,2541
2640,3570,2542
2641,3577,2539
2642,3581,2535
2643,3577,2537
2644,3582,2540
2645,3578,2539
2646,3579,2541
2647,3586,2539
2648,3594,2544
2649,3591,2543
2650,3597,2541
2651,3591,2544
2652,3585,2540
2653,3588,2539
2654,3589,2539
2655,3585,2543
2656,3580,2539
2657,3584,2542
2658,3582,2544
2659,3583,2547
2660,3579,2545
2661,3587,2546
2662,3583,2545
2663,3591,2549
2664,3588,2547
2665,3587,2552
2666,3582,2550
2667,3590,2551
2668,3591,2552
2669,3599,2557
2670,3598,2561
2671,3595,2562
2672,3603,2561
2673,3601,2562
2674,3602,2558
2675,3601,2558
2676,3599,2555
2677,3604,2558
2678,3605,2559
2679,3601,2564
2680,3602,2566
2681,3604,2570
2682,3606,2572
2683,3605,2567
2684,3603,2572
2685,3606,2576
2686,3606,2580
2687,3609,2580
2688,3605,2579
2689,3599,2581
2690,3607,2582
2691,3608,2580
2692,3602,2578
2693,3598,2579
2694,3596,2576
2695,3597,2573
2696,3592,2576
2697,3596,2578
2698,3597,2583
2699,3603,2586
2700,3607,2592
2701,3607,2597
2702,3607,2603
2703,3613,2606
2704,3607,2608
2705,3611,2614
2706,3615,2616
2707,3618,2620
2708,3615,2615
2709,3613,2611
2710,3618,2611
2711,3620,2608
2712,3617,2610
2713,3617,2615
2714,3617,2612
2715,3615,2610
2716,3613,2613
2717,3609,2616
2718,3616,2619
2719,3621,2616
2720,3627,2622
2721,3628,2617
2722,3623,2613
2723,3629,2617
2724,3635,2622
2725,3630,2620
2726,3627,2620
2727,3634,2621
2728,3632,2626
2729,3634,2629
2730,3635,2628
2731,3637,2631
2732,3643,2628
2733,3646,2634
2734,3647,2640
2735,3654,2635
2736,3654,2641
2737,3659,2640
2738,3661,2637
2739,3655,2643
2740,3656,2639
2741,3664,2639
2742,3658,2635
2743,3665,2640
2744,3671,2646
2745,3672,2648
2746,3668,2650
2747,3670,2653
2748,3666,2657
2749,3667,2654
2750,3672,2653
2751,3668,2649
2752,3670,2646
2753,3669,2652
2754,3676,2650
2755,3671,2653
2756,3678,2648
2757,3673,2647
2758,3679,2646
2759,3679,2651
2760,3673,2652
2761,3671,2658
2762,3678,2653
2763,3673,2651
2764,3667,2655
2765,3672,2658
2766,3667,2658
2767,3673,2664
2768,3675,2665
2769,3678,2670
2770,3676,2672
2771,3683,2674
2772,3690,2674
2773,3688,2680
2774,3688,2680
2775,3683,2681
2776,3680,2684
2777,3687,2681
2778,3682,2676
2779,3684,2679
2780,3680,2676
2781,3686,2674
2782,3683,2670
2783,3691,2675
2784,3695,2675
2785,3695,2675
2786,3694,2673
2787,3702,2668
2788,3701,2664
2789,3703,2668
2790,3707,2668
2791,3715,2666
2792,3715,2670
2793,3715,2674
2794,3720,2675
2795,3725,2672
2796,3730,2668
2797,3724,2670
2798,3722,2671
2799,3726,2670
2800,3727,2669
2801,3725,2665
2802,3725,2667
2803,3720,2668
2804,3715,2674
2805,3717,2680
2806,3711,2678
2807,3718,2674
2808,3720,2670
2809,3725,2672
2810,3731,2674
2811,3731,2678
2812,3737,2677
2813,3731,2677
2814,3735,2681
2815,3735,2685
2816,3730,2682
2817,3727,2678
2818,3726,2682
2819,3733,2677
2820,3733,2677
2821,3738,2676
2822,3741,2671
2823,3744,2676
2824,3741,2677
2825,3736,2680
2826,3744,2686
2827,3738,2690
2828,3745,2687
2829,3745,2684
2830,3741,2685
2831,3746,2690
2832,3745,2690
2833,3749,2692
2834,3745,2694
2835,3741,2700
2836,3747,2696
2837,3751,2694
2838,3746,2693
2839,3751,2688
2840,3753,2686
2841,3756,2689
2842,3764,2689
2843,3764,2687
2844,3769,2684
2845,3773,2682
2846,3767,2687
2847,3765,2685
2848,3760,2690
2849,3766,2696
2850,3765,2699
2851,3759,2695
2852,3756,2694
2853,3751,2695
2854,3746,2697
2855,3749,2702
2856,3756,2708
2857,3763,2714
2858,3768,2717
2859,3773,2718
2860,3767,2724
2861,3765,2727
2862,3770,2726
2863,3776,2721
2864,3781,2718
2865,3779,2723
2866,3785,2719
2867,3789,2717
2868,3785,2713
2869,3792,2718
2870,3798,2714
2871,3803,2720
2872,3800,2716
2873,3807,2722
2874,3802,2717
2875,3804,2716
2876,3801,2720
2877,3797,2719
2878,3798,2722
2879,3798,2721
2880,3792,2719
2881,3794,2720
2882,3801,2723
2883,3808,2722
2884,3812,2725
2885,3813,2731
2886,3814,2729
2887,3821,2726
2888,3817,2723
2889,3824,2724
2890,3824,2725
2891,3822,2723
2892,3828,2720
2893,3827,2715
2894,3829,2715
2895,3826,2719
2896,3820,2718
2897,3820,2715
2898,3825,2717
2899,3826,2712
2900,3826,2707
2901,3828,2705
2902,3826,2702
2903,3821,2706
2904,3826,2709
2905,3826,2704
2906,3833,2702
2907,3838,2697
2908,3836,2697
2909,3837,2702
2910,3835,2706
2911,3839,2710
2912,3840,2707
2913,3845,2713
2914,3849,2713
2915,3853,2711
2916,3861,2715
2917,3856,2710
2918,3851,2713
2919,3854,2708
2920,3856,2714
2921,3861,2719
2922,3859,2721
2923,3867,2717
2924,3873,2722
2925,3876,2722
2926,3870,2728
2927,3868,2733
2928,3872,2736
2929,3866,2740
2930,3861,2736
2931,3859,2739
2932,3861,2744
2933,3859,2747
2934,3859,2748
2935,3862,2750
2936,3863,2752
2937,3867,2748
2938,3872,2748
2939,3866,2744
2940,3864,2750
2941,3859,2756
2942,3853,2759
2943,3847,2756
2944,3842,2760
2945,3838,2764
2946,3835,2769
2947,3833,2775
2948,3831,2779
2949,3829,2780
2950,3830,2775
2951,3825,2775
2952,3827,2781
2953,3830,2776
2954,3833,2782
2955,3834,2784
2956,3836,2787
2957,3837,2791
2958,3836,2797
2959,3833,2798
2960,3839,2797
2961,3841,2802
2962,3844,2798
2963,3845,2800
2964,3843,2795
2965,3850,2796
2966,3845,2800
2967,3841,2799
2968,3847,2800
2969,3845,2805
2970,3842,2811
2971,3846,2807
2972,3849,2811
2973,3855,2814
2974,3853,2818
2975,3848,2823
2976,3843,2826
2977,3837,2826
2978,3841,2821
2979,3845,2822
2980,3839,2817
2981,3835,2823
2982,3839,2818
2983,3834,2823
2984,3837,2818
2985,3839,2820
2986,3835,2819
2987,3839,2814
2988,3833,2818
2989,3831,2822
2990,3837,2820
2991,3831,2821
2992,3826,2826
2993,3831,2830
2994,3825,2828
2995,3822,2823
2996,3824,2821
2997,3829,2819
2998,3826,2819
2999,3828,2815
3000,3826,2819
3001,3828,2824
3002,3833,2827
3003,3836,2830
3004,3843,2831
3005,3845,2830
3006,3849,2826
3007,3857,2832
3008,3863,2837
3009,3864,2833
3010,3872,2839
3011,3867,2839
3012,3867,2837
3013,3870,2838
3014,3868,2838
3015,3867,2841
3016,3872,2845
3017,3878,2846
3018,3883,2845
3019,3886,2841
3020,3886,2836
3021,3882,2837
3022,3887,2836
3023,3883,2838
3024,3890,2844
3025,3890,2840
3026,3890,2839
3027,3897,2841
3028,3902,2836
3029,3904,2842
3030,3910,2843
3031,3910,2840
3032,3908,2842
3033,3912,2847
3034,3908,2850
3035,3915,2847
3036,3915,2848
3037,3915,2850
3038,3912,2855
3039,3909,2861
3040,3908,2858
3041,3915,2856
3042,3910,2861
3043,3911,2865
3044,3919,2871
3045,3920,2872
3046,3928,2876
3047,3923,2878
3048,3926,2881
3049,3927,2887
3050,3934,2885
3051,3936,2884
3052,3935,2880
3053,3936,2883
3054,3941,2886
3055,3938,2884
3056,3934,2884
3057,3940,2886
3058,3941,2888
3059,3944,2892
3060,3947,2897
3061,3945,2892
3062,3949,2888
3063,3953,2885
3064,3952,2884
3065,3946,2888
3066,3945,2891
3067,3939,2890
3068,3936,2892
3069,3932,2892
3070,3928,2888
3071,3932,2886
3072,3932,2889
3073,3939,2885
3074,3937,2883
3075,3935,2888
3076,3937,2892
3077,3936,2891
3078,3934,2892
3079,3939,2898
3080,3946,2898
3081,3943,2893
3082,3944,2897
3083,3948,2895
3084,3954,2891
3085,3951,2889
3086,3948,2894
3087,3943,2892
3088,3940,2895
3089,3943,2899
3090,3947,2903
3091,3955,2901
3092,3959,2896
3093,3957,2895
3094,3958,2897
3095,3965,2903
3096,3968,2907
3097,3972,2902
3098,3979,2897
3099,3982,2897
3100,3984,2903
3101,3992,2907
3102,3990,2904
3103,3993,2904
3104,3987,2900
3105,3993,2901
3106,3987,2902
3107,3984,2904
3108,3981,2908
3109,3988,2906
3110,3989,2911
3111,3997,2906
3112,3993,2911
3113,3997,2914
3114,3997,2909
3115,3992,2910
3116,3994,2911
3117,4000,2917
3118,4007,2917
3119,4013,2916
3120,4014,2921
3121,4015,2922
3122,4011,2926
3123,4018,2929
3124,4023,2925
3125,4022,2930
3126,4022,2925
3127,4025,2922
3128,4026,2918
3129,4024,2921
3130,4024,2918
3131,4018,2921
3132,4025,2927
3133,4026,2930
3134,4028,2932
3135,4028,2935
3136,4022,2937
3137,4030,2938
3138,4027,2944
3139,4030,2940
3140,4025,2941
3141,4024,2936
3142,4025,2942
3143,4027,2948
3144,4026,2951
3145,4031,2949
3146,4034,2946
3147,4036,2941
3148,4044,2941
3149,4042,2945
3150,4040,2944
3151,4042,2940
3152,4047,2946
3153,4049,2947
3154,4043,2953
3155,4046,2948
3156,4052,2952
3157,4059,2948
3158,4061,2947
3159,4064,2943
3160,4058,2947
3161,4059,2951
3162,4054,2948
3163,4052,2948
3164,4049,2953
3165,4045,2953
3166,4046,2951
3167,4045,2948
3168,4042,2951
3169,4046,2950
3170,4053,2945
3171,4059,2944
3172,4058,2950
3173,4064,2952
3174,4069,2950
3175,4070,2947
3176,4071,2949
3177,4079,2953
3178,4084,2951
3179,4085,2948
3180,4092,2951
3181,4095,2956
3182,4092,2956
3183,4093,2954
3184,4093,2955
3185,4091,2951
3186,4085,2957
3187,4083,2959
3188,4080,2955
3189,4082,2959
3190,4084,2958
3191,4091,2962
3192,4091,2957
3193,4096,2962
3194,4099,2966
3195,4107,2967
3196,4112,2971
3197,4110,2971
3198,4118,2976
3199,4122,2974
3200,4130,2974
3201,4127,2978
3202,4123,2978
3203,4118,2976
3204,4116,2980
3205,4116,2984
3206,4111,2988
3207,4118,2994
3208,4117,2989
3209,4111,2987
3210,4118,2986
3211,4113,2992
3212,4118,2993
3213,4124,2999
3214,4128,2997
3215,4136,2998
3216,4142,2998
3217,4137,2996
3218,4133,3000
